arm,subset,n,exact_match,f1,replay_p50_ms,replay_p95_ms,mean_source_controller_ms,mean_source_retrieval_ms,mean_retained_tokens,mean_retained_original_support_id_coverage
retained_kv_bf16,all,96,0.010416666666666666,0.03159340659340659,1406.6908539680298,1821.2755309796194,2022.6100676839753,10.3908106242064,1072.6041666666667,0.53125
retained_kv_bf16,trace_overflow,9,0.0,0.0,1674.7366249910556,1856.2526503927074,3108.4819354517904,11.579176016514086,1480.5555555555557,0.6851851851851851
retained_kv_int8,all,96,0.020833333333333332,0.03680173992673993,1441.2619165086653,1847.9524474678328,2022.6100676839753,10.3908106242064,1072.6041666666667,0.53125
retained_kv_int8,trace_overflow,9,0.0,0.0,1759.6304169856012,1925.1276083872654,3108.4819354517904,11.579176016514086,1480.5555555555557,0.6851851851851851
retained_text,all,96,0.03125,0.04877754281537176,534.2193540127482,1609.1689165186835,2022.6100676839753,10.3908106242064,1072.6041666666667,0.53125
retained_text,trace_overflow,9,0.0,0.0,666.8765830108896,792.3712000250816,3108.4819354517904,11.579176016514086,1480.5555555555557,0.6851851851851851
rolling_summary,all,96,0.041666666666666664,0.05779291979949875,812.680270493729,13990.12822950317,2022.6100676839753,10.3908106242064,1012.3854166666666,0.4019097222222222
rolling_summary,trace_overflow,9,0.0,0.0,11102.44316601893,20785.73615842033,3108.4819354517904,11.579176016514086,1309.2222222222222,0.25925925925925924
