job_id,model_label,arm,n,exact_match,exact_match_count,f1,cold_p50_ms,cold_p95_ms,mean_counts_controller_calls,mean_counts_controller_generated_tokens,mean_counts_controller_prefill_tokens,mean_counts_controller_sampled_tokens_including_eos,mean_counts_final_generated_tokens,mean_counts_final_prefill_tokens,mean_counts_final_sampled_tokens_including_eos,mean_counts_max_model_context_tokens,mean_counts_retrieval_calls,mean_counts_retrieved_documents,mean_counts_retrieved_evidence_tokens,mean_counts_total_generated_tokens,mean_counts_total_prefill_tokens,mean_component_ms_controller_ms,mean_component_ms_final_ms,mean_component_ms_other_ms,mean_component_ms_retrieval_ms,new_support_after_initial_total,questions_with_new_support,mean_initial_support_coverage,mean_final_support_coverage,full_support_questions,mean_rounds,stop_counts,invalid_actions,controller_cap_hits,final_cap_hits,final_command_leaks,max_mlx_peak_bytes
14b,Qwen3-14B BF16,basic_rag,12,0.0,0.0,0.0,849.4478960055858,971.2688838335453,0,0,0,0,1.25,925.5,2.25,973.5,1,6,823.9166666666666,1.25,925.5,0.0,835.7351563317934,10.041000161436386,6.283183829509653,0,0,0.3680555555555555,0.3680555555555555,1,1,"{""single_retrieval_baseline"": 12}",0,0,0,0,30110907472
14b,Qwen3-14B BF16,iterative_text,12,0.0,0.0,0.0,4903.502687491709,7914.464416567352,2.1666666666666665,27.166666666666668,2698.0833333333335,29.333333333333332,1.25,1358,2.25,1473.8333333333333,2.1666666666666665,9.5,1256.4166666666667,28.416666666666668,4056.0833333333335,3985.3900901556094,1154.5754616624133,20.634149269123252,12.100219081427591,6,6,0.3680555555555555,0.5138888888888888,1,2.1666666666666665,"{""controller_answer"": 3, ""repeated_query_fallback_to_final"": 9}",0,0,0,0,30110907472
122b,Qwen3.5-122B-A10B 5-bit,basic_rag,12,0.08333333333333333,1.0,0.125,1677.3716040188447,5649.74419374484,0,0,0,0,2,940.1666666666666,3,988.1666666666666,1,6,836.6666666666666,2,940.1666666666666,0.0,2356.8985452584457,9.354503151068153,6.01547934638802,0,0,0.3680555555555555,0.3680555555555555,1,1,"{""single_retrieval_baseline"": 12}",0,0,0,0,84792598550
122b,Qwen3.5-122B-A10B 5-bit,iterative_text,12,0.08333333333333333,1.0,0.19047619047619047,8036.557228973834,13362.317233005886,2.3333333333333335,22.833333333333332,3038.4166666666665,25.166666666666668,2.75,1388.1666666666667,3.75,1507.3333333333333,2.3333333333333335,10,1284.6666666666667,25.583333333333332,4426.583333333333,5672.261930420063,2410.735954743965,20.066597164259292,10.533048824678795,8,5,0.3680555555555555,0.5694444444444444,3,2.3333333333333335,"{""controller_answer"": 6, ""repeated_query_fallback_to_final"": 6}",0,0,0,0,84792598550
